interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
1000.00,1500.00,d2,0,,0,0,-732254289#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-732254289#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-732254289#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-732254290,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-732826896#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-732826896#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435224,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435240,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435241,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435242#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435242#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435243,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435244,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435245,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435246,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435247#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435247#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435248,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435249,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435252,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435253,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435254#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435254#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435254#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435254#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435254#4,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435254#5,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733435255,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455207,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,214.64,0,12,-733455208#0,1,1,12,2.66,11.63,139.52,0.54,10.72,120.00
1000.00,1500.00,d2,1,10.56,0,14,-733455208#1,4,4,12,1.55,10.71,143.60,3.01,3.07,84.00
1000.00,1500.00,d2,0,3.78,0,13,-733455208#2,1,1,13,0.33,0.83,10.40,12.66,0.43,0.00
1000.00,1500.00,d2,0,,0,0,-733455209,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455210,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455211#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455211#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455212#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455212#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455213,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455214#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455214#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455215#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455215#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455215#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455215#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455216,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455220#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455220#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455220#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455231#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455231#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455231#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455232#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455232#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455234,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455235#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455235#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455236,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455237,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455238,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455244,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455245#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455245#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455246#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455246#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455247#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455247#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455247#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455248#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455248#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455252,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455253#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455253#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455254#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455254#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455254#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455254#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-733455254#4,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857295,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857302,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857303,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857304#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857304#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857305,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857306,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857307,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857308#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736857308#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885947,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885948,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885949,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885950#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885950#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885951,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885952,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885953#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885953#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885953#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885958#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885958#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885959#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885959#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885960,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885961,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885962,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885963,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885964,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885965,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885966,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885968,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885969,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885970,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885971#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885971#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885972,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885973,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885974,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885975,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885976#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885976#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885977,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885979,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885981#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885981#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885981#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885981#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885982,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885985,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885988,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885989,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885990,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885991#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885991#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885992,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885993,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885994,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885995,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885996,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885998,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885999#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885999#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885999#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736885999#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736886000,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736886001#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736886001#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-736886002,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737019967,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737019968,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737019969,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,0.98,0,5,-737019979,5,5,5,0.23,6.09,30.43,11.00,5.54,0.00
1000.00,1500.00,d2,0,,0,0,-737019988#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737019988#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,0.88,0,2,-737019990#0,0,0,2,0.33,2.63,5.27,6.43,1.89,0.00
1000.00,1500.00,d2,0,0.52,0,2,-737019990#1,0,0,2,0.15,0.90,1.80,13.29,0.52,0.00
1000.00,1500.00,d2,0,,0,0,-737019991,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737019992#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737019992#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,0.52,0,2,-737019993#0,0,0,2,0.11,3.64,7.28,9.14,3.02,0.00
1000.00,1500.00,d2,0,0.35,0,2,-737019993#1,1,1,2,0.07,2.46,4.92,13.62,2.10,0.00
1000.00,1500.00,d2,0,0.44,0,2,-737019994#0,0,0,2,0.15,1.23,2.47,13.21,0.87,0.00
1000.00,1500.00,d2,0,0.37,0,2,-737019994#1,0,0,2,0.16,3.66,7.32,12.19,3.28,0.00
1000.00,1500.00,d2,0,0.35,0,2,-737019995#0,0,0,2,0.15,2.79,5.58,13.33,2.41,0.00
1000.00,1500.00,d2,0,1.15,0,2,-737019995#1,0,0,2,0.15,0.51,1.01,13.34,0.13,0.00
1000.00,1500.00,d2,0,0.85,1,2,-737019995#2,0,0,3,0.37,4.90,14.04,7.72,4.15,0.00
1000.00,1500.00,d2,0,,0,0,-737020000#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020000#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020000#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020001,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020002,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020003,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020004,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020005,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020006,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020027,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020028,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020029,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020030,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020031,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020032,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020033,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020034,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020035,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-737020037,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,1.84,0,8,-737397905,0,0,8,0.62,1.17,9.40,12.93,0.79,0.00
1000.00,1500.00,d2,1,1.77,0,9,-737397906,0,0,8,0.72,2.25,20.25,12.37,1.85,0.00
1000.00,1500.00,d2,0,,0,0,-751535964#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751535964#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751535964#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751535965#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751535965#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751535966,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751545380,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751545381,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751545382#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751545382#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751792750,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751812331,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751813733,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751821539#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751821539#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751842923#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751842923#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751842923#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751842924#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751842924#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,-751842924#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,3.49,2,16,102843056#0,9,9,21,0.55,10.16,198.23,11.68,9.64,0.00
1000.00,1500.00,d2,0,76.91,0,19,102843056#1,0,0,19,0.49,0.40,7.69,12.85,0.02,0.00
1000.00,1500.00,d2,0,6.38,0,19,102843056#2,0,0,19,0.49,0.72,13.46,12.75,0.33,0.00
1000.00,1500.00,d2,1,29.62,1,19,102843056#3,6,6,18,4.78,21.98,432.99,1.56,20.69,295.00
1000.00,1500.00,d2,2,4.44,0,24,102843057#0,14,14,24,0.68,6.00,152.37,12.26,5.63,0.00
1000.00,1500.00,d2,0,5.25,1,24,102843057#1,0,0,25,0.66,1.48,36.55,12.81,1.10,0.00
1000.00,1500.00,d2,0,18.87,0,25,102843057#2,3,3,23,3.07,26.93,646.32,2.73,25.92,441.00
1000.00,1500.00,d2,0,,0,0,116752452,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,116752455#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,116752455#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119059128#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119059128#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119059133#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119059133#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119059133#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119059133#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119061308,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119794062#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119794062#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119805882#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119805882#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119805902,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119805918#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119805918#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119869912,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872763#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872763#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872770#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872770#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872784#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872784#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872793,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872796,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872798,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872799#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872799#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872799#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872803,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872805#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872805#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872809,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,119872811,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,122187606#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,122187606#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,122187606#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,122187606#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,122187606#4,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,2.73,1,14,124658692,0,0,14,1.23,4.20,62.06,12.03,3.74,0.00
1000.00,1500.00,d2,0,2.74,0,15,124658694,0,0,14,1.15,2.41,35.39,12.78,2.02,0.00
1000.00,1500.00,d2,0,,0,0,124658695#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658695#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658695#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658695#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658696,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658697,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658698,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658699,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658700#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658700#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658702,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658703#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,124658703#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,125693021#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,125693021#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127965700,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127965709,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984973#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984973#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984973#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984973#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984979#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984979#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984979#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127984981,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985042#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985042#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985042#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#4,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#5,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#6,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#7,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,127985045#8,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,134223847#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,134223847#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,134223847#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,134223847#3,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,134223856,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,134223883,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,134475071,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223759,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223765,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223766,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223767,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223768,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223769,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223775,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223776,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223778,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223784#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135223784#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135227920,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135227921#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135227921#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135227922,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135227923,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135227924,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135229925,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135229931,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230295,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230296,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230297,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230298#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230298#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230299#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230299#1,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230299#2,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230300#0,0,0,0,,,0.00,,,
1000.00,1500.00,d2,0,,0,0,135230300#1,0,0,0,,,0.00,,,
