interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
0.00,500.00,d2,0,0.88,1,4,27695733,4,4,4,0.21,11.21,53.01,11.20,10.62,0.00
0.00,500.00,d2,0,0.40,0,3,27695734,0,0,3,0.09,2.00,6.00,17.49,1.72,0.00
0.00,500.00,d2,0,0.21,1,0,27696143,0,0,1,0.10,16.49,15.95,9.54,15.67,0.00
0.00,500.00,d2,1,0.10,0,1,27750542,0,0,0,0.05,29.67,29.67,20.24,29.44,0.00
0.00,500.00,d2,0,1.80,0,9,27766659#0,0,0,9,0.78,3.67,32.79,11.31,3.30,0.00
0.00,500.00,d2,0,31.00,0,8,27766659#1,0,0,8,0.60,0.39,3.10,13.42,0.01,0.00
0.00,500.00,d2,0,30.67,0,8,27766659#2,0,0,8,0.59,0.38,3.07,13.56,0.01,0.00
0.00,500.00,d2,0,1.79,1,8,27766659#3,0,0,9,0.77,2.49,21.97,11.85,2.11,0.00
0.00,500.00,d2,0,,0,0,27766849#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27766849#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.35,2,0,27766849#2,0,0,2,0.17,29.05,57.21,11.38,27.48,0.00
0.00,500.00,d2,0,,0,0,27766850,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27766851,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27766979#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,1.00,3,2,27766979#1,0,0,4,0.48,18.27,88.07,9.96,17.34,1.00
0.00,500.00,d2,0,33.51,0,4,27766979#2,0,0,4,0.64,0.84,3.35,6.21,0.04,0.00
0.00,500.00,d2,1,0.28,0,2,27771071#0,0,0,0,0.07,10.53,18.58,13.02,10.14,0.00
0.00,500.00,d2,0,1.04,2,4,27771071#1,2,2,6,0.25,11.11,65.81,11.82,10.59,0.00
0.00,500.00,d2,2,1.33,1,7,27771071#2,2,2,6,0.32,10.75,85.60,12.41,10.38,0.00
0.00,500.00,d2,0,6.03,0,6,27771071#3,1,1,6,1.46,20.62,123.71,2.23,19.42,86.00
0.00,500.00,d2,0,1.21,0,4,27771071#4,0,0,4,0.17,1.05,4.19,11.39,0.63,0.00
0.00,500.00,d2,0,0.84,0,4,27771071#5,1,1,4,0.18,4.29,17.15,10.72,3.48,0.00
0.00,500.00,d2,0,0.46,0,3,27771071#6,0,0,3,0.11,5.19,15.57,14.12,4.84,0.00
0.00,500.00,d2,0,0.48,0,3,27771071#7,0,0,3,0.11,2.89,8.66,14.25,2.53,0.00
0.00,500.00,d2,1,0.15,0,1,27771846,0,0,0,0.07,46.61,46.61,13.70,46.26,0.00
0.00,500.00,d2,0,0.20,1,0,27771847#0,0,0,1,0.10,11.12,10.61,9.98,10.77,0.00
0.00,500.00,d2,0,1.76,0,8,27771847#1,0,0,8,0.82,9.97,79.79,9.57,9.05,3.00
0.00,500.00,d2,0,0.24,1,0,27771848,0,0,1,0.12,13.69,13.07,8.26,12.85,0.00
0.00,500.00,d2,0,0.82,1,3,27771849#0,0,0,4,0.38,7.96,31.36,10.24,7.46,0.00
0.00,500.00,d2,0,0.75,0,3,27771849#1,0,0,3,0.29,3.06,9.18,9.66,2.18,0.00
0.00,500.00,d2,1,0.35,1,1,27771849#2,0,0,1,0.17,27.48,54.51,11.56,26.83,0.00
0.00,500.00,d2,0,,0,0,27771850,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27771852,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.97,1,4,27771856,0,0,5,0.45,14.05,69.75,10.63,13.18,0.00
0.00,500.00,d2,0,6.19,0,39,27771921,7,7,39,1.48,8.49,331.02,13.18,8.11,0.00
0.00,500.00,d2,0,15.89,0,39,27771922#0,0,0,39,1.47,0.60,23.36,13.26,0.22,0.00
0.00,500.00,d2,0,153.72,0,39,27771922#1,0,0,39,1.48,0.39,15.37,13.19,0.02,0.00
0.00,500.00,d2,0,7.56,0,41,27771922#2,1,1,41,1.58,2.39,98.04,12.94,2.01,0.00
0.00,500.00,d2,1,6.90,0,41,27771922#3,0,0,40,1.55,3.87,158.83,13.18,3.49,0.00
0.00,500.00,d2,0,0.56,0,2,27771923#0,0,0,2,0.16,0.96,1.93,12.33,0.57,0.00
0.00,500.00,d2,0,16.06,0,2,27771923#1,0,0,2,0.16,0.40,0.80,12.71,0.01,0.00
0.00,500.00,d2,0,3.50,0,2,27771923#2,0,0,2,0.16,0.44,0.88,12.56,0.04,0.00
0.00,500.00,d2,0,0.39,0,2,27771923#3,0,0,2,0.17,3.36,6.72,11.78,2.84,0.00
0.00,500.00,d2,0,1.17,0,2,27771923#4,0,0,2,0.27,1.22,2.45,7.50,0.49,0.00
0.00,500.00,d2,0,2.38,0,2,27771923#5,0,0,2,0.25,0.82,1.65,7.76,0.19,0.00
0.00,500.00,d2,0,,0,0,27771924#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27771924#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27771924#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27771925#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27771925#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,13.91,0,40,27771927#0,0,0,40,4.79,1.42,56.97,9.26,0.96,7.00
0.00,500.00,d2,0,42.49,1,40,27771927#1,0,0,41,16.38,20.37,832.52,2.17,14.51,567.00
0.00,500.00,d2,0,200.00,0,40,27771927#2,0,0,40,5.66,0.74,29.55,7.04,0.04,0.00
0.00,500.00,d2,0,0.72,1,2,27772213,0,0,3,0.33,10.94,32.23,8.60,10.08,0.00
0.00,500.00,d2,0,0.51,2,0,27772214,0,0,2,0.24,14.62,27.93,7.87,13.07,0.00
0.00,500.00,d2,0,1.15,0,5,27772215#0,0,0,5,0.52,9.09,45.45,9.21,8.12,0.00
0.00,500.00,d2,0,,0,0,27772215#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27772215#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27828325,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27874931#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27874931#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27889432#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27889432#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27889432#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,27889432#3,0,0,0,,,0.00,,,
0.00,500.00,d2,0,11.97,0,1,287896539#0,0,0,1,0.23,1.20,1.20,4.34,0.08,0.00
0.00,500.00,d2,1,0.37,1,1,287896539#1,0,0,1,0.18,11.30,21.70,10.69,10.88,0.00
0.00,500.00,d2,0,0.48,1,1,287896539#2,0,0,2,0.21,10.31,20.02,8.56,8.13,2.00
0.00,500.00,d2,0,0.19,0,1,287896539#3,0,0,1,0.08,1.92,1.92,13.12,1.53,0.00
0.00,500.00,d2,0,,0,0,307951675#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,307951675#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,1.42,1,7,307951676#0,0,0,8,0.34,11.41,90.85,11.63,10.76,0.00
0.00,500.00,d2,1,2.53,2,5,307951676#1,1,1,6,0.62,32.56,225.73,5.62,31.36,103.00
0.00,500.00,d2,0,1.06,1,5,307951677#0,1,1,6,0.25,9.81,58.43,11.78,9.26,0.00
0.00,500.00,d2,0,2.31,0,5,307951677#1,0,0,5,0.22,0.90,4.02,9.39,0.32,0.00
0.00,500.00,d2,0,41.11,0,5,307951677#2,1,1,5,0.30,0.62,3.08,8.35,0.01,0.00
0.00,500.00,d2,0,4.06,0,11,307951678#0,0,0,11,0.42,0.67,7.35,12.91,0.28,0.00
0.00,500.00,d2,0,47.30,0,11,307951678#1,0,0,11,0.43,0.41,4.49,12.70,0.02,0.00
0.00,500.00,d2,0,2.11,0,11,307951678#2,0,0,11,0.44,2.80,30.81,12.22,2.31,0.00
0.00,500.00,d2,0,39.11,0,10,307951678#3,0,0,10,0.38,0.39,3.91,13.30,0.02,0.00
0.00,500.00,d2,0,5.62,0,10,307951678#4,0,0,10,0.38,0.52,5.23,13.12,0.14,0.00
0.00,500.00,d2,0,1.76,0,10,307951678#5,1,1,10,0.39,3.20,32.02,12.94,2.81,0.00
0.00,500.00,d2,0,40.96,0,10,307951678#6,0,0,10,0.39,0.41,4.10,12.70,0.02,0.00
0.00,500.00,d2,1,0.66,0,3,307951679#0,0,0,2,0.14,4.75,14.25,10.21,4.35,0.00
0.00,500.00,d2,0,0.51,0,3,307951679#1,0,0,3,0.12,6.67,20.01,12.43,6.28,0.00
0.00,500.00,d2,0,0.51,0,3,307951679#2,0,0,3,0.11,3.26,9.79,13.29,2.89,0.00
0.00,500.00,d2,0,0.23,0,1,31241608#0,0,0,1,0.09,2.00,2.00,11.02,1.55,0.00
0.00,500.00,d2,0,0.21,0,1,31241608#1,0,0,1,0.09,2.52,2.52,11.38,2.08,0.00
0.00,500.00,d2,1,0.19,0,1,31241608#2,0,0,0,0.09,8.73,8.73,11.38,8.28,0.00
0.00,500.00,d2,0,0.46,0,2,31241609,0,0,2,0.21,6.52,13.05,9.46,5.86,0.00
0.00,500.00,d2,0,0.25,1,0,31259124#0,0,0,1,0.12,12.10,11.45,7.85,10.61,0.00
0.00,500.00,d2,0,,0,0,31259124#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.34,1,0,31259292#0,0,0,1,0.16,6.98,6.10,5.80,6.35,0.00
0.00,500.00,d2,0,16.57,0,2,31259292#1,0,0,2,0.32,0.83,1.66,6.28,0.03,0.00
0.00,500.00,d2,0,,0,0,31259334#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.34,1,0,31259334#1,0,0,1,0.16,9.09,8.23,5.88,8.35,0.00
0.00,500.00,d2,0,,0,0,31259381,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.48,0,2,31259645#0,0,0,2,0.21,6.90,13.80,9.12,6.09,0.00
0.00,500.00,d2,0,0.19,0,1,31259645#1,0,0,1,0.09,3.44,3.44,11.73,3.03,0.00
0.00,500.00,d2,0,0.51,0,2,31259645#2,0,0,2,0.23,7.49,14.98,8.44,6.56,0.00
0.00,500.00,d2,0,1.45,0,7,31259683,1,1,7,0.33,8.80,61.61,10.25,8.03,0.00
0.00,500.00,d2,0,0.39,0,1,31259780#0,0,0,1,0.05,1.10,1.10,9.64,0.49,0.00
0.00,500.00,d2,0,11.60,0,1,31259780#1,0,0,1,0.11,1.16,1.16,4.48,0.05,0.00
0.00,500.00,d2,0,0.45,0,2,31259799,0,0,2,0.10,5.53,11.05,9.85,4.89,0.00
0.00,500.00,d2,0,,0,0,31259830#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,31259830#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,12.25,0,2,31259971#0,0,0,2,0.12,0.61,1.23,8.49,0.02,0.00
0.00,500.00,d2,0,0.86,0,2,31259971#1,0,0,2,0.10,0.93,1.86,10.03,0.44,0.00
0.00,500.00,d2,0,0.41,0,1,31260073#0,0,0,1,0.10,0.98,0.98,10.00,0.45,0.00
0.00,500.00,d2,0,6.72,0,1,31260073#1,0,0,1,0.13,0.67,0.67,7.74,0.02,0.00
0.00,500.00,d2,0,,0,0,31260248,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,31260319#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,31260319#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.24,0,1,31274215,1,1,1,0.05,9.15,9.15,8.92,8.43,0.00
0.00,500.00,d2,0,67.99,0,8,312819881#0,0,0,8,0.65,0.85,6.80,6.12,0.04,0.00
0.00,500.00,d2,0,1.61,1,8,312819881#1,2,2,9,0.38,7.83,70.06,11.78,7.46,0.00
0.00,500.00,d2,1,1.57,0,9,312819881#2,1,1,8,0.36,5.11,45.97,12.46,4.59,0.00
0.00,500.00,d2,0,3.26,1,10,312819883#0,2,2,11,0.51,26.28,288.25,6.93,15.37,106.00
0.00,500.00,d2,0,127.96,0,10,312819883#1,0,0,10,1.22,1.28,12.80,4.06,0.09,0.00
0.00,500.00,d2,0,31.27,0,5,312819884#0,0,0,5,0.30,0.63,3.13,8.31,0.03,0.00
0.00,500.00,d2,0,34.76,0,5,312819884#1,0,0,5,0.25,0.52,2.61,9.88,0.02,0.00
0.00,500.00,d2,0,,0,0,312819886#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,312819886#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.61,4,0,312819888,1,1,4,0.15,22.63,88.97,13.19,22.32,0.00
0.00,500.00,d2,0,,0,0,312819896#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,312819896#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,7.92,0,9,31293535#0,0,0,9,0.30,0.99,8.64,7.27,0.34,0.00
0.00,500.00,d2,0,1.69,0,9,31293535#1,2,2,9,0.19,5.85,52.61,11.53,5.43,0.00
0.00,500.00,d2,0,1.84,0,9,31293535#2,5,5,9,0.20,5.77,51.61,10.58,4.82,0.00
0.00,500.00,d2,0,116.12,0,9,31293535#3,0,0,9,0.56,1.29,11.61,4.03,0.07,0.00
0.00,500.00,d2,0,0.31,2,0,31293536#0,1,1,1,0.08,26.63,46.64,11.64,26.23,0.00
0.00,500.00,d2,0,0.16,0,1,31293536#1,0,0,1,0.04,6.07,6.07,12.98,5.70,0.00
0.00,500.00,d2,0,0.34,0,1,31293536#2,0,0,1,0.04,0.71,0.71,12.99,0.32,0.00
0.00,500.00,d2,0,,0,0,31294034#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,31294034#1,0,0,0,,,0.00,,,
0.00,500.00,d2,1,0.30,0,1,31294034#2,0,0,0,0.12,2.69,2.69,8.49,2.24,0.00
0.00,500.00,d2,0,,0,0,31294034#3,0,0,0,,,0.00,,,
0.00,500.00,d2,0,1.56,0,8,31294043#0,1,1,8,0.23,4.09,32.74,11.45,3.71,0.00
0.00,500.00,d2,0,5.23,0,8,31294043#1,2,2,8,0.50,23.02,184.12,3.27,5.98,119.00
0.00,500.00,d2,0,1.61,0,9,31294043#10,0,0,9,0.24,3.60,32.36,12.60,3.20,0.00
0.00,500.00,d2,0,4.79,0,9,31294043#11,0,0,9,0.77,17.41,156.70,4.04,16.51,84.00
0.00,500.00,d2,0,81.59,0,8,31294043#2,0,0,8,6.65,17.80,142.37,0.48,16.54,119.00
0.00,500.00,d2,0,87.52,0,12,31294043#3,0,0,12,0.56,0.76,8.75,6.82,0.03,0.00
0.00,500.00,d2,0,3.00,0,12,31294043#4,5,5,12,0.39,2.44,28.69,9.89,2.01,0.00
0.00,500.00,d2,0,2.19,0,12,31294043#5,1,1,12,0.31,2.41,28.92,13.05,2.03,0.00
0.00,500.00,d2,0,47.51,0,12,31294043#6,0,0,12,0.30,0.40,4.75,13.13,0.02,0.00
0.00,500.00,d2,0,47.36,0,12,31294043#7,0,0,12,0.30,0.39,4.74,13.17,0.02,0.00
0.00,500.00,d2,0,16.69,0,12,31294043#8,0,0,12,0.29,0.42,4.84,13.21,0.04,0.00
0.00,500.00,d2,0,2.39,1,12,31294043#9,4,4,13,0.36,5.31,68.64,11.77,4.74,0.00
0.00,500.00,d2,0,0.97,1,5,31294044,0,0,6,0.46,10.41,62.09,12.83,9.98,0.00
0.00,500.00,d2,0,4.05,0,1,31294049#0,0,0,1,0.08,0.41,0.41,12.83,0.02,0.00
0.00,500.00,d2,0,0.16,0,1,31294049#1,0,0,1,0.07,2.70,2.70,14.22,2.35,0.00
0.00,500.00,d2,0,0.15,0,1,31294049#2,0,0,1,0.07,3.47,3.47,14.51,3.12,0.00
0.00,500.00,d2,0,0.25,0,1,31294049#3,0,0,1,0.07,0.73,0.73,14.74,0.39,0.00
0.00,500.00,d2,0,0.17,0,1,31294049#4,0,0,1,0.07,1.72,1.72,14.70,1.38,0.00
0.00,500.00,d2,0,3.74,0,1,31294049#5,0,0,1,0.07,0.37,0.37,13.91,0.01,0.00
0.00,500.00,d2,0,0.17,0,1,31294049#6,0,0,1,0.07,1.82,1.82,14.58,1.48,0.00
0.00,500.00,d2,0,0.35,0,1,31294049#7,0,0,1,0.07,0.60,0.60,14.02,0.24,0.00
0.00,500.00,d2,0,0.60,1,1,31294049#8,0,0,2,0.26,3.82,6.95,7.34,3.10,0.00
0.00,500.00,d2,0,0.99,7,0,31294050#0,0,0,6,0.25,60.69,382.24,12.80,60.32,0.00
0.00,500.00,d2,0,1.06,0,6,31294050#1,0,0,6,0.22,2.45,14.69,13.41,2.07,0.00
0.00,500.00,d2,0,0.96,0,6,31294050#2,0,0,6,0.22,5.09,30.52,13.49,4.71,0.00
0.00,500.00,d2,0,2.98,0,6,31294050#3,0,0,6,0.22,0.53,3.17,13.48,0.16,0.00
0.00,500.00,d2,0,22.23,0,6,31294051#0,0,0,6,0.15,0.39,2.33,13.39,0.02,0.00
0.00,500.00,d2,0,1.36,0,7,31294051#1,4,4,7,0.19,2.60,18.19,12.19,2.22,0.00
0.00,500.00,d2,1,1.91,0,8,31294051#2,0,0,7,0.23,1.59,12.70,11.48,1.18,0.00
0.00,500.00,d2,0,2.93,1,7,31294051#3,5,5,8,0.47,14.59,115.86,5.77,13.73,45.00
0.00,500.00,d2,1,3.17,2,5,31294051#4,8,8,6,0.52,31.32,216.97,4.53,30.21,119.00
0.00,500.00,d2,0,1.00,0,1,31294054#0,0,0,1,0.11,0.72,0.72,8.93,0.16,0.00
0.00,500.00,d2,0,0.57,1,1,31294054#1,0,0,2,0.26,6.52,12.34,7.36,5.47,0.00
0.00,500.00,d2,0,0.16,0,1,31294054#2,0,0,1,0.06,0.95,0.95,17.74,0.68,0.00
0.00,500.00,d2,0,2.88,0,17,31341101,0,0,17,0.65,4.14,70.30,13.00,3.75,0.00
0.00,500.00,d2,0,3.77,0,17,31341103#0,0,0,17,0.67,1.39,23.56,12.64,0.97,0.00
0.00,500.00,d2,0,27.21,0,17,31341103#1,0,0,17,5.73,7.25,123.24,1.94,5.94,82.00
0.00,500.00,d2,0,,0,0,317752377,0,0,0,,,0.00,,,
0.00,500.00,d2,1,3.83,2,21,318981233#0,0,0,21,1.86,15.20,335.82,11.85,14.69,0.00
0.00,500.00,d2,0,3.56,0,20,318981233#1,0,0,20,1.64,5.25,105.02,12.20,4.85,0.00
0.00,500.00,d2,0,3.70,0,20,318981233#2,0,0,20,1.61,3.06,61.17,12.43,2.66,0.00
0.00,500.00,d2,0,12.39,0,20,318981233#3,0,0,18,5.96,18.50,361.28,3.42,17.30,176.00
0.00,500.00,d2,0,1.77,0,10,318983237#0,2,2,10,0.41,5.45,54.51,12.20,5.07,0.00
0.00,500.00,d2,0,50.05,0,11,318983237#1,0,0,11,0.48,0.45,5.00,11.43,0.02,0.00
0.00,500.00,d2,0,2.43,0,11,318983237#2,1,1,11,0.56,6.90,75.86,9.78,6.32,10.00
0.00,500.00,d2,0,3.41,0,19,318983238#0,8,8,19,0.78,5.46,103.74,12.04,5.08,0.00
0.00,500.00,d2,0,3.28,0,19,318983238#1,0,0,19,0.73,3.42,65.03,13.05,3.04,0.00
0.00,500.00,d2,0,8.55,0,19,318983238#2,1,1,17,2.05,12.52,229.92,4.70,11.77,114.00
0.00,500.00,d2,0,12.03,0,28,318983239,9,9,28,2.92,26.73,747.14,4.83,25.77,364.00
0.00,500.00,d2,1,2.59,1,14,318996337#0,2,2,14,0.61,8.30,124.13,12.15,7.92,0.00
0.00,500.00,d2,0,3.37,0,14,318996337#1,3,3,14,0.74,3.65,51.03,9.67,3.16,8.00
0.00,500.00,d2,0,6.09,0,13,318996337#2,0,0,13,0.57,0.71,9.19,11.34,0.25,0.00
0.00,500.00,d2,0,34.65,0,13,318996337#3,0,0,13,7.97,12.22,158.88,1.16,11.00,113.00
0.00,500.00,d2,0,195.19,0,13,318996337#4,0,0,13,10.58,15.39,200.07,0.46,14.27,170.00
0.00,500.00,d2,0,,0,0,320129060#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,320129060#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,320129060#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,320129060#3,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,320129060#4,0,0,0,,,0.00,,,
0.00,500.00,d2,1,1.20,1,4,320129061#0,1,1,4,0.28,10.83,53.55,8.71,9.93,3.00
0.00,500.00,d2,1,2.84,2,10,320129061#1,2,2,10,0.61,4.76,52.52,8.83,4.15,0.00
0.00,500.00,d2,0,88.97,0,10,320129061#2,0,0,10,7.13,11.48,114.77,0.66,10.60,98.00
0.00,500.00,d2,0,0.95,1,4,320129062,1,1,5,0.23,8.56,42.31,10.96,8.18,0.00
0.00,500.00,d2,1,0.49,0,3,320129063#0,0,0,2,0.23,14.73,44.05,12.53,13.67,1.10
0.00,500.00,d2,0,16.66,0,2,320129063#1,0,0,2,0.38,1.00,2.00,5.24,0.07,0.00
0.00,500.00,d2,0,0.70,2,2,320129063#2,0,0,3,0.33,10.76,33.06,9.19,9.85,0.00
0.00,500.00,d2,0,1.06,0,1,320129063#3,0,0,1,0.07,0.43,0.43,13.52,0.06,0.00
0.00,500.00,d2,0,2.00,2,9,34316281#0,14,14,11,0.24,11.53,125.91,11.38,11.04,0.00
0.00,500.00,d2,1,1.83,0,11,34316281#1,3,3,10,0.21,5.27,57.69,12.95,4.89,0.00
0.00,500.00,d2,0,7.99,1,10,34316281#2,8,8,11,0.96,20.43,222.97,2.98,19.24,138.00
0.00,500.00,d2,0,1.32,0,7,363194144,0,0,7,0.63,12.02,84.14,10.99,11.30,0.00
0.00,500.00,d2,0,,0,0,37691787#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691787#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691787#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691789,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691792#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691792#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691792#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691793#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691793#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691793#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,37691794,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,38335988,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,38335989,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,393312727,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,396815683,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,396815684,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,396815685,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,396815686,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,396815687,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,396815688,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,396815690,0,0,0,,,0.00,,,
0.00,500.00,d2,1,0.80,0,5,410875456,1,1,4,0.20,15.43,77.01,12.74,15.04,0.00
0.00,500.00,d2,0,26.20,0,4,410875457#0,1,1,4,0.25,0.65,2.62,7.94,0.04,0.00
0.00,500.00,d2,0,2.14,0,2,410875457#1,0,0,2,0.07,0.43,0.85,13.57,0.06,0.00
0.00,500.00,d2,1,0.52,1,2,410875457#2,0,0,2,0.13,8.63,25.31,11.83,8.25,0.00
0.00,500.00,d2,0,0.62,0,4,410875458,0,0,4,0.15,6.24,24.95,13.77,5.88,0.00
0.00,500.00,d2,0,0.90,1,4,410875459,0,0,5,0.21,6.30,31.04,11.79,5.91,0.00
0.00,500.00,d2,0,5.37,0,2,410875460#0,0,0,2,0.05,0.46,0.54,11.42,0.02,0.00
0.00,500.00,d2,0,0.30,0,1,410875460#1,0,0,1,0.04,0.92,0.92,12.07,0.50,0.00
0.00,500.00,d2,0,0.92,0,5,410875460#2,0,0,5,0.20,2.82,14.11,12.69,2.42,0.00
0.00,500.00,d2,0,0.44,0,1,410875478,0,0,1,0.06,1.68,1.68,7.55,1.10,0.00
0.00,500.00,d2,0,,0,0,410875490,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,410875491,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,410875492,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,410875493,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,410875495#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,410875495#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.40,0,1,410875496,0,0,1,0.09,0.78,0.78,11.42,0.34,0.00
0.00,500.00,d2,0,,0,0,432594692,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,432594693,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,445688619#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,445688619#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,445688624#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,445688624#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,445688624#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,464284910#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,464284910#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,464284910#2,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,464284911#0,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,464284911#1,0,0,0,,,0.00,,,
0.00,500.00,d2,0,,0,0,464284912,0,0,0,,,0.00,,,
0.00,500.00,d2,0,0.41,3,0,465711214,0,0,2,0.10,70.55,180.28,12.62,70.15,0.00
0.00,500.00,d2,0,12.06,0,3,465711229#0,0,0,3,0.23,0.40,1.21,12.94,0.02,0.00
0.00,500.00,d2,0,0.54,0,3,465711229#1,0,0,3,0.23,2.60,7.80,13.01,2.21,0.00
0.00,500.00,d2,0,0.90,0,4,465711229#2,0,0,4,0.38,3.08,12.30,10.47,2.59,0.00
0.00,500.00,d2,0,0.45,0,2,465711236#0,0,0,2,0.17,1.89,3.78,11.53,1.50,0.00
0.00,500.00,d2,0,0.32,0,2,465711236#1,0,0,2,0.15,4.96,9.93,13.69,4.59,0.00
0.00,500.00,d2,0,0.33,0,2,465711236#2,0,0,2,0.15,3.10,6.19,13.72,2.72,0.00
0.00,500.00,d2,0,0.71,0,2,465711236#3,0,0,2,0.15,0.62,1.24,13.69,0.26,0.00
0.00,500.00,d2,0,7.62,0,2,465711236#4,0,0,2,0.15,0.38,0.76,13.65,0.01,0.00
0.00,500.00,d2,0,0.48,0,2,465711236#5,0,0,2,0.15,0.93,1.85,13.81,0.57,0.00
0.00,500.00,d2,0,0.87,0,2,465711236#6,0,0,2,0.15,0.56,1.11,13.60,0.19,0.00
0.00,500.00,d2,0,0.44,0,2,465711236#7,0,0,2,0.19,3.66,7.31,10.46,2.98,0.00
